video_id,raw,text
video2,"MENURUTKU ORG BODOH PENYEBABNYA ADLH VAKSIN 
MENTRI KESEHATAN LEBIH BODOH ? JIKA BENAR MENURUTKU, RAKYAT KAMU KORBANKN ? ANDA BERTGGJWB PD ALLAH, JGN DIKIRA ANDA HIDUP 100 TH LG.🙏🙏ADA BENARNYA BABE ALDO MENURUT KU .. DN DOKTER SITI FADLLAH DN DOKTER LAINNYA ? AKU LEBIH PERCAYA DN MASUK AKAL SEHAT, BG ORG YG LAIN TERSERAH,...MASING2 🤣😄",turut orang bodoh adalah vaksin tri sehat lebih bodoh benar turut rakyat kamu korbankn bertggjwb pada allah jangan kira hidup tahu lagi benar babe aldo turut ku dan dokter siti fadllah dan dokter aku lebih percaya dan masuk akal sehat bang orang yang serah masing
video2,Waduh domperidone saya lgi sakit diberi domperidone sirup,waduh domperidone lagi sakit beri domperidone sirup
video2,"Waduh anacetine,  anak saya hari ini saya kasih anacetine dok.",waduh anacetine anak hari aku kasih anacetine dok
video2,Dari 102 aku tak mendengar obh conbi anak,aku tidak dengar obh conbi anak
video2,Anak saya udah 1bulan dok batuk pilek GK sembuh gegara habis vaksin 😭,anak sudah bulan dok batuk pilek enggak sembuh gegara habis vaksin
video2,Apakah dg kasus ini obat untuk anak akan import obat dr luar🙃,dengan kasus obat anak import obat dari luar
video2,Saya mau tanya ini menterinya kira2 waras nggak ya 🤭 trs kalau anak sakit dikasih obat apa ? 🤦🤦🤦,mau tanya menteri kira waras iya terus kalau anak sakit kasih obat apa
video2,"bener juga sih kata dr ricard, bisa jadi isu pengalihan yg ada di indo, kaya 19 atau masalah 50, dan yg S",benar sih kata dari ricard jadi isu alih yang di indonesia kayak masalah yang si
video2,kalo saya yg minum sirup nya ga khawatir sih .. yg jadi khawatir sih kalo anak yg minum .. walaupun belum terbukti tapi sebagai seorang ibu saya sangat takut dan khawatir apa lagi pas anak lagi sakit .. ya ALLAH semoga anakku dan seluruh anak di indoneisa semuanya kuat ..,kalau yang minum sirup nya enggak khawatir sih yang jadi khawatir sih kalau anak yang minum walaupun bukti bagai orang ibu sangat takut khawatir apa pas anak sakit allah semoga anak seluruh anak indoneisa semua kuat
video2,Aduh ..🤦buat apa ada BPOM kalo kita periksa sendiri produk kita heheee...y udah bilang aja obat kita bagus laah 😝😝🤣🤣,aduh buat apa bpom kalau periksa sendiri produk heheee iya sudah bilang saja obat bagus laah
video2,"Hebat kan negri kita ini ,,,obat udah bertahun² beredar dan baru sekarang dilarang beredar karena efeknya buruk,,,,pihak terkait tiap hari ke kantor ngapain aja bos",hebat kan negeri ini obat sudah tahun edar baru sekarang larang edar efek buruk pihak kait tiap hari kantor mengapai saja bos
video2,Makasih. Dokter. Imfonya. Bermafaat. Sekali,terima kasih dokter imfonya bermafaat sekali
video2,Dokter apa saya boleh minta nomor telepon anda buat konsultasi,dokter apa boleh meminta nomor telepon buat konsultasi
video2,"kemarin anak demam, karena takut anak jadi kejang karena nggak dikasi sanmol, kebetulan dirumah ada sirup yang masih belum dibuka segelnya langsung minumin anak obat tersebut sambil berdoa biar obatnya jadi perantara diberi kesembuhan dari Allah walau setelah itu was was terus.. setelah liat video ini jadi legah untung kasi obat daripada nanti malah kejang anaknya.. dan usahain anak biar minum airnya tetap terpenuhi untuk cegah dehidrasi..",kemarin anak demam takut anak jadi kejang enggak kasih sanmol betul rumah sirup masih buka segel langsung minumin anak obat sebut doa biar obat jadi beri sembuh allah was was terus telah lihat video jadi legah untung kasih obat nanti bahkan kejang anak usahain anak biar minum air tetap penuh cegah dehidrasi
video2,"Anda sendiri yg dokter saja bingung, bgimana kita pergi ke dokter, bknnya itu lebih membingungkan 🤣🤣🤣",sendiri yang dokter bingung bgimana pergi dokter bukannya lebih bingung
video2,Nanti mungkin akan ada lagi vaksin lanjutan supaya kebal dari sirup🤣🤣🤣,mungkin ada vaksin lanjut kebal sirup
video2,"Kok bs, obt2 itu bhkn ada yg udh belasan thun beredar, kok bru sekrg terungkap n di publish",kok bisa obt bahkan yang sudah bas tahun edar kok baru sekrg ungkap dan publish
video2,"Semua obat yg di jual di apotik hanya meredam penyakit saja, aq kalo sakit sekarang pake obat herbal  aja, dari pada pake obat kimia yg berbahaya",semua obat yang jual apotik redam sakit aku kalau sakit sekarang pakai obat herbal saja pada pakai obat kimia yang bahaya
video2,"Siang.. Maaf Dr Richard lee itu semua aman kah untuk di gunakan, trimakasih.",siang maaf dari richard lee semua aman untuk guna trimakasih
video2,"Betul Dok.....saya juga sering minum ambroxol syrup dan antaside syrup.....
Terima kasih pencerahannya Dok, keren banget ini pencerahannya dan berani membuka pemikiran para consumen agat tdk paranoid. Yg namanya obat atau apapun kalo berlebihan pasti tdk baik dan berbahaya. Tapi kita minum obat tdk mungkin sampai berlebihan pasti ada batas dan jangka waktu, kecuali obat jantung, tensi dll.....",betul dok juga sering minum ambroxol syrup antaside syrup terima kasih cerah dok keren banget cerah berani buka pikir consumen agat tidak takut yang nama obat apa kalau lebih tidak baik bahaya kita minum obat tidak mungkin lebih ada batas jangka waktu obat jantung tensi
video2,PERSAINGAN BISNIS,saing bisnis
video2,Assalamu'alaikum dokter saya mau nanya anaknya saya buang air kecilnya sedikit endak kanyak yg dulu gimana ya dokter,assalamu alaikum dokter mau bertanya anak buang air kecil sedikit tidak kanyak yang dulu bagaimana dokter
video2,Dok mnta tlg penjelasanx anak ku  umur 2 thun tapi gigi berlubang yg bisa bantu redakan sakitx obat sirup proris ibu froten smnjak blg lrang mnum sirup gagal ginjal krg anak ku tersiksa klok kambuh gigi bingung kasih obat ap krg mau cobak sirup praxion parasetamol 120 mg/5 ml ktax aman tlg dok mnta mna obat yg aman 🙏,dok minta tolong penjelasanx anak ku umur tahun gigi lubang yang bantu reda sakitx obat sirup proris ibu froten semenjak bilang lrang mnum sirup gagal ginjal krg anak ku siksa kalo kambuh gigi bingung kasih obat apa krg mau coba sirup praxion parasetamol semoga ml ktax aman tolong dok minta mana obat yang aman
video2,"Iya dok..anakku jd susah minum obat
Klo puyer kan pahit dok
Udah anak sakit sulit makan,dikasi obat pait lagi,kan kasian,jd mempersulit ortu aja",iya dok anak jadi susah minum obat kalo puyer kan pahit dok sudah anak sakit sulit makan kasih obat pahit kan kasih jadi sulit orang tua saja
video2,"Klu melihat dan mendengarkan keterangan dokter Richard.. *MASAK BIAR MENINGGAL SEMUA,SUDAH HBS COVID GANTI JUDUL LAGI karena tidak ada obat* 🙏🙏🙏🙏",kalau lihat dengar terang dokter richard masak biar tinggal semua habis covid ganti judul karena ada obat
video2,Sedikit setahu saya yg namanya obat2an kimia menyebabkan gagal ginjal ada yg jangka pendek sampai jangka panjang waktunya,sedikit tahu yang nama obat kimia gagal ginjal yang jangka pendek jangka panjang waktu
video2,"Ngga papa kali dok buat pencegahan, kan faktanya memang mengandung zat seperti obat batuk yg ada di simbgwe",enggak papa kali dok buat cegah kan fakta memang kandung zat obat batuk yang di simbgwe
video2,"Wah dok....itu obat sirup dan dry sirup yg anak saya pernah konsumsi sewaktu sakit, klu itu semua disita tp blm ada menilaian yg akurat, apa ada obat cadangan yg bs menggantikan...

Semoga anak saya dan anak indonesia semua diberi kesehatan, agar tidak bingung dg kondisi obat""an yg sedang tidak baik"" saja saat ini",wah dok obat sirup dry sirup yang anak pernah konsumsi waktu sakit kalau semua sita tapi belum nilai yang akurat apa obat cadang yang bisa ganti semoga anak dan anak indonesia semua beri sehat bingung dengan kondisi obat an yang sedang tidak baik saat
video2,"MSG, pemanis buatan dan zat lainnya dari ""jajanan murah"" ga di teliti ya dok?",msg man buat zat dari jajan murah enggak teliti dok
video2,"Saya biasanya selalu sedia Proris & Anakonidin drumah. Syok bgt masuk dlm daftar. Pdhl saya pikir obat yg sudah masuk iklan & punya BA lebih aman krn tentunya sudah pzt BPOMnya..smg sgra ad ti2k terang utk analisa penyebab Ga2l Ginjal pd anak Indonesia, & smg tdk ad lg penderita penyakit tsb..",biasa selalu sedia proris anakonidin drumah syok banget masuk dalam daftar padahal pikir obat yang masuk iklan punya ba lebih aman karena sudah pzt bpomnya semoga sgra ada tik terang untuk analisa gal ginjal pada anak indonesia semoga tidak ada lagi derita sakit tersebut
video2,"Hari ini anakku diresepin amoxilin syirup sm dokter,, kata dokter jg gak papa,, bismillah semoga Baik2 saja. Semoga seluruh anak Indonesia sehat semua,, dijauhkan dr penyakit misterius ini. Amiiin",hari anak diresepin amoxilin syirup sama dokter kata dokter juga enggak papa bismillah semoga baik semoga seluruh anak indonesia sehat semua jauh dari sakit misterius amin
video2,Maaf dok di menit ke 14:55 ada yg numpang lewat itu di belakang🙏,maaf dok menit ada yang numpang lewat di belakang
video2,🏳 anakku selalu pake tempra😭,anak selalu pakai tempra
video2,Fix ah... Mau ke dukun aja. Walau kambuh epilepsi.,fix ah mau dukun saja kambuh epilepsi
video2,Sy jg dngr obat sirup bhy. Langsung obat sirup anak sy dari dokter ta buang langsung. Krn sekarang lgi musim batuk pilek. Trs di ganti obat ap. Klo anak kn hrs sirup. Klo batuk gx di obati kn kasihan anak .klo Orang gede mungkin bisa minum obat traditional seperti jae batuk sembuh. Klo anak mna mau minum jae pedas. Jdi bikin resah Ibu2  anak sakit takut bli obatnya,aku juga dngr obat sirup bhy langsung obat sirup anak aku dokter ta buang langsung karena sekarang lagi musim batuk pilek terus ganti obat apa kalo anak kan harus sirup kalo batuk enggak obat kan kasihan anak kalo orang gede mungkin minum obat traditional jae batuk sembuh kalo anak mana mau minum jae pedas jadi bikin resah ibu anak sakit takut beli obat
video2,"Ankku smpe skrg masih tk kasih minum obat sirup. Alasanya ya ankku setiap panas,batuk,pilek jodohnya cuma obat sirup itu (masuk dlm list yg dilarang beredar) n ya rata"" ank kecil sukanya kalau sakit minum obat sirup. Jujur aj g prcya masak iya tiba"" g boleh minum obat sirup. yg jadi prtnya'an itu knp ru skrg n trus dlu yg dpt BPOM ap g dicek dlu sama pihak kesehatan sebelum beredar?? Ap segampang itu dpt ijin BPOMnya 🙄 aduduh Aneh bgtz deh Indonesia ku 😂",ankku sampai sekarang tak kasih minum obat sirup alasanya ankku tiap panas batuk pilek jodoh cuma obat sirup masuk dalam list yang larang edar dan rata anak kecil suka kalau sakit minum obat sirup jujur saja enggak percaya masak iya tiba enggak minum obat sirup yang jadi prtnya an kenapa baru sekarang dan terus dulu yang dapat bpom apa enggak cek dulu sama pihak sehat edar apa gampang dapat ijin bpomnya aduduh aneh bgtz deh indonesia ku
video2,Seminggu kemarin anak ku minum hufagrip . Jadi kepikiran semoga anak aku dan anak” indonesia sehat selalu. Amin,minggu kemarin anak ku minum hufagrip jadi pikir semoga anak aku anak indonesia sehat selalu amin
video2,Terus gunanya label Kemenkes sama BPOM apa?,terus label kemenkes sama bpom apa
video2,Wesii wesiii 😆😆😆😆,wesi wesiii
video2,"Lebih baik minum madu.. Alhamdulillah anak saya kalo sakit Batuk,flu ,demam tidak pernah saya kasih obat sirup tapi saya kasih minum Madu.. Langsung sembuh",lebih baik minum madu alhamdulillah anak kalau sakit batuk flu demam pernah kasih obat sirup aku kasih minum madu langsung sembuh
video2,Shalom dok. sya mau tanya obat sirup ibuprofen sirup aman buat anak ngak yaa. 🙏,shalom dok aku mau tanya obat sirup ibuprofen sirup aman buat anak enggak iya
video2,"Saya sudah 2thn lbh menghindari minum obat kl lg sakit.. aku sudah sadar bahaya gagal ginjal dr dulu.. di RS yg bagian cuci darah, selalu penuh dan antri pasien.. jd buatku ini cuma dibesar2kan aja kasusnya.. kembali ke herbal memang lbh lama sembuhnya dibanding minum obat.. tp semakin lama, waktu penyembuhannya jd hampir sama.. dulu di awal2, sktr sebulanan baru sembuh.. tp kemaren baru sakit, cuma semingguan dh sembuh..",tahun lebih hindar minum obat kalo lagi sakit aku sudah sadar bahaya gagal ginjal dari dulu rs yang cuci darah selalu penuh antri pasien jadi buat cuma besar saja kasus ke herbal memang lebih lama sembuh banding minum obat tapi makin lama waktu sembuh jadi hampir sama dulu awal sktr bulan baru sembuh tapi kemarin baru sakit cuma minggu dah sembuh
video2,Langkah yg baik buat menyehatkan ginjal n mencegah gagal ginjal gi mna pa dokter,langkah yang baik buat sehat ginjal dan cegah gagal ginjal lagi mana apa dokter
video2,Tapi di kok Indo jg jg lagi banyak kasus gagal ginjal anak2,di kok indonesia juga juga banyak kasus gagal ginjal anak
video2,Dok benerin huruf R nya donk. Ikut gatel dengernya.,dok benerin huruf r nya dong ikut gatel dengernya
video2,Gak ada empati2nya mrk...SOS NEGARA KITA INI.,enggak empati mereka sos negara ini
video2,"Bpom dan perusahaan farmasi di indonesia ini gilak semua.skrg perusahannnya skrg mrnyalahkam pemasok bahan baku.mmgnya sblm memakai barang gak d uji ya ???
Luar biasa manusia2 indonesia.",bpom usaha farmasi indonesia gila semua sekarang perusahannnya sekarang mrnyalahkam pasok bahan baku mmgnya sebelum pakai barang enggak di uji luar biasa manusia indonesia
video2,"Saya jd takut pada semua sirup, apakah semua ada dalm bntuk tablet? Apa bisa sebagai pengganti?",jadi takut semua sirup semua dalm bntuk tablet apa bagai ganti
video2,Dok apakah obat2 yg di daftar itu ada selain sirup? Atau dalam bentuk tablet? Apakah tablet bisa gantiin sirup nya?,dok obat yang daftar ada sirup dalam bentuk tablet tablet menggantikan sirup nya
video2,"Kembali ke alam.
Jauhi ciki / micin / pemanis buatan / pengawet.

Makan lah buah dan sayur.
Tidur/ istirahat yang cukup.
Jangan begadang , jika tidak kebagian jadwal jaga pos kamling.",ke alam jauh cik micin man buat awet makan lah buah sayur tidur istirahat cukup jangan begadang tidak jadwal jaga pos kamling
video2,"kalau saya tidak berani coba"",",kalau tidak berani coba
video2,Negri ku yg lucu,negeri ku yang lucu
video2,Apakah info 102 obat itu yg menyebabkan gagal ginjal berdasarkan info BPOM karena ada 5 obat sirup yg baru dilarang,informasi obat yang gagal ginjal dasar informasi bpom ada obat sirup yang baru larang
video2,"@dr.richard.lee
saya mau tanya untuk suplemen merek vitabumin apakah aman???",dari richard lee mau tanya suplemen merek vitabumin aman
video2,Ambroxol hci aku sering beli kalau anak aku batuk jadi aku takut sekarang aku beli sirup lagi terimakasih ya dr.richard pencerahannya padahal kan kalau makanan juga kan banyak mereknya sekarang gak seperti jaman dlu,ambroxol hci aku sering beli kalau anak aku batuk jadi aku takut sekarang aku beli sirup terimakasih dari richard cerah padahal kan kalau makan kan banyak merek sekarang enggak jaman dulu
video2,Mewakili hati emak” banget nch dokter 👍👍👍,wakil hati emak banget nch dokter
video2,Mungkin imunisasi kan di bawah 5 THN tapi gak tau sih cuma nebak doang,mungkin imunisasi kan bawah tahun enggak tahu sih cuma nebak saja
video2,Yg jadi pertanyaan BPOM kok bisa lolos pada tidurr apa? Bisa sebanyak itu.kerja gak beressss.makan uang suap .,yang jadi tanya bpom kok lolos tidurr apa banyak kerja enggak beressss makan uang suap
video2,YA Allah gimana ya dok anak saya padahal dari umur 7 bln udah minuman obat sekarang anak saya udah umur 10 thn dari mulai obat batuk sampe obat panas obat lambung sampe skrng tiada hari tanpa obat saya takut ada berita ini gimana dok sementara obat yg dr sebutkan anak saya pernah minum apa ga ada mslh ya dok,allah bagaimana dok anak padahal umur bulan sudah minum obat sekarang anak sudah umur tahun mulai obat batuk sampai obat panas obat lambung sampai sekarang tiada hari obat takut berita bagaimana dok obat yang dari sebut anak pernah minum apa enggak masalah dok
video2,"Dunia ini sudah hancur sehancur""nya smpai obat""an pun jadi berbahaya. Ada apa ini ? Kenapa ini? Kok zaman udah semakin aneh"" aja. dari mulai corona,  skrg obat""an. Mungkin gak sih ini ada segerombolan akal""an para ocnum"" yg ingin mengacaukan alam dunia ini. Khususnya Indonesia.  Allahu Akbar bukan nya suudzon, lebih ke berpikir ke arah sana aja supaya kita tentunya berhati'' dari skrg dlm stiap melangkah. Semoga kita smua sllu dilindungi Allah SWT dan mendapat jalan yg benar 🤲aamiin yra",dunia sudah hancur hancur nya sampai obat an jadi bahaya apa kenapa kok zaman sudah makin aneh saja mulai corona sekarang obat an mungkin enggak sih ada gerombol akal an ocnum yang acau alam dunia khusus indonesia allahu akbar bukan nya suudzon lebih pikir arah sana saja hati sekarang dalam setiap lang semoga kita semua selalu lindung allah swt dapat jalan yang benar amin yra
video2,"Saya pribadi kalau anak mulai pilek2 saya mmmg langsung ksh obat,soalnya bsk lusa  bisa ada batuk n demam dech..cmn mmng minum banyak air",pribadi kalau anak mulai pilek mmmg langsung kasih obat soal besok lusa ada batuk dan demam deh cuman mmng minum banyak air
video2,"Mkanya undng ustadz dhanu....  Ilmu zahir atw medis beliau faham,  ilmu batin beliau faham....  Maaf...  Kalau anda dokter gelar dunia,,,,  kalau beliau bergelar legend di alam semesta...  Sya subscrib di canel anda yang lain.... Sma ustadz dhanu dngan faham anatomi fisiologi anda akan faham fungsi batin organ organ...",makanya undng ustadz dhanu ilmu zahir atau medis beliau faham ilmu batin beliau faham maaf kalau dokter gelar dunia kalau beliau gelar legend alam semesta aku subscrib canel yang sama ustadz dhanu dengan faham anatomi fisiologi akan faham fungsi batin organ organ
video2,"Asliii obat anak ku 
Obat batuk // Mucopect Ambroxol HCl 15mg/5 ml
Obat pilek // Rhinos Neo drop 
Obat panas // Sanmol sirup 
Obat zat besi 
Obat suplemn",asli obat anak ku obat batuk mucopect ambroxol hcl semoga ml obat pilek rhinos neo drop obat panas sanmol sirup obat zat besi obat suplemn
video2,Proris oh proris....,proris proris
video2,"Dari kasus ini saya jadi mempertanyakan  fungsi BPOM sih, ratusan obat udah beredar atas izin BPOM tapi kenapa bisa???",kasus aku jadi tanya fungsi bpom sih ratus obat sudah edar atas izin bpom kenapa
video2,Hebat doktor richad.we love your konten sangat brmanfaat,hebat doktor richad we love your konten sangat brmanfaat
video2,"Tentu 102 merk itu terkenal, kan ditemukan dr rumah anak penderita",merk kenal kan temu dari rumah anak derita
video2,Ketahuan bahwa BPOM hanya izin adm..,tahu bpom izin adm
video2,Terimakasih dokter  sy sangat memerlukan informasi ini,terimakasih dokter aku sangat perlu informasi
video2,Makasi dok edukasinya semga makin banyak dokter yg Berani menyuarakan kebenaran. Ttp sehat selalu,makas dok edukasi semga makin banyak dokter yang berani suara benar tetap sehat selalu
video2,"Negara konoha emang selalu gak masuk akal ,, bpom/kemkes ngeban produk berdasarkan survey bukan berdasarkan penelitian ,,, menteri di pilih bukan berdasarkan bidangnya jadi gini hasilnys,,",negara konoha memang selalu enggak masuk akal bpom kemkes ngeban produk dasar survey bukan dasar teliti menteri pilih bukan dasar bidang jadi gini hasilnys
video2,"Ank saya 2 yg umur 2,5 dan 8 blan sakit panas batuk trs apa obat nya ? klo obat sirup yg biasa ank pertama saya yg udah berusia 12 minum  pada di cekal..Kman BPOM ?..apa aja tugas nya?..🤦",anak yang umur blan sakit panas batuk terus apa obat nya kalo obat sirup yang biasa anak pertama yang sudah usia minum di cegah tangkal kman bpom apa saja tugas nya
video2,"Di fikir secara logika ya memang semua obat jika di pakai dlm jangka panjang pasti punya efek samping,terutama ginjal..maka dokter kalau beri resep jarang lewat dlm 3 hari. Kemungkinan ini politik aja kali,mana tau bisa menstabilkan utang negara wkwkwkkkkkkkk😂",fikir cara logika memang semua obat di pakai dalam jangka panjang punya efek samping utama ginjal dokter kalau beri resep jarang lewat dalam hari mungkin politik saja kali mana tahu stabil hutang negara wkwkwkkkkkkkk
video2,Dokternya sepemikiran apa kah pengalihan isu,dokter pikir apa alih isu
video2,Sya slalu dukung dokter richard lee,aku selalu dukung dokter richard lee
video2,"dicermati dulu penyebabnya, bukan dari kasiat dan tujuan obat 
dr richard ente kadang2 ..
penyebabnya dicurigai etilen glikol yg digunakan sebagai elmutor / emulsi 
yg seharusnya pakai gliserin yg relatif lebih aman 
dikarenakan harganya melambung, digantilah dgn etilen glikol yg mana dibatasi 0,2 ppm oleh FDA US
jadi hal ini bisa terjadi di semua obat cair / sirup yg mana pakai bahan pengikat (emulsi) supaya tidak mengendap
jadi ingat sewaktu kecil, klo minum obat harus di kotjok dahulu 
yg mana lebih aman krn tidak pakai bahan emulsi yg tidak diPerlukan utk pengobatan.",cermat dulu bukan kasiat tuju obat dari richard ente kadang curiga etilen glikol yang bagai elmutor emulsi yang pakai gliserin yang relatif lebih aman harga lambung ganti dengan etilen glikol yang mana batas ppm fda us jadi ini jadi semua obat cair sirup yang mana pakai bahan ikat emulsi endap jadi ingat waktu kecil kalo minum obat di kotjok yang mana lebih aman karena pakai bahan emulsi yang tidak perlu untuk obat
video2,"nonton bola .. mati
minum obat .. mati
pssi dan bpom haloooo",menonton bola mati minum obat mati pssi bpom haloooo
video2,ya gitu deh gak usah di tanya gimana tanggapan instansi pemerintah kita sangat lucu,begitu deh enggak perlu tanya bagaimana tanggap instansi perintah sangat lucu
video2,konyol bpoM wkwkwk,konyol bpom wkwkwk
video2,"kemenkes kurang kerjaan,main cap cip cup aja",kemenkes kurang kerja main cap cip cup saja
video2,Mungkin saja dari vaxsin itu baru kemungkinan,mungkin dari vaxsin baru mungkin
video2,Dok kalau royal jeli itu guna ya buat apa.dokk,dok kalau royal jeli guna buat apa dokk
video2,Anak di bawah 5 tahun ada program vaksin BIAN .. apakah itu penyebab nya??? Ah.. entahlah,anak bawah tahun program vaksin bian itu nya ah entah
video2,"Oknum Anjing2 berseragam mau cari lahan korupsi, karena yg wabah crna dlu lahan empuk buat korupsi, sekarang mau cari lahan basah baru untuk korupsi,, SUDAH RAHASIA UMUM BANYAK OKNUM YG DOYAN DUIT HARAM",oknum anjing seragam mau cari lahan korupsi yang wabah crna dulu lahan empuk buat korupsi sekarang mau cari lahan basah baru korupsi rahasia umum banyak oknum yang doyan uang haram
video2,PENGALIHAN ISU,alih isu
video2,Maut takdir dari yang kuasa.kita hanya berusaha.,maut takdir yang kuasa hanya usaha
video2,"Tetangga anaknya baru 3 bln demam ke puskesmas dikasih obatnya puyer obat orang dewasa, malah jd mencret.. Kasian jadinya sama bayi :(",tetangga anak baru bulan demam puskesmas kasih obat puyer obat orang dewasa bahkan jadi mencret kasih jadi sama bayi
video2,Sebagai Ibu Rumah Tangga aku selalu memberikan anak2 ku beberapa obat yg di sebutkan di atas,bagai ibu rumah tangga aku selalu beri anak ku beberapa obat yang sebut atas
video2,Pengalihan isu😢,alih isu
video2,"krisis panik ibu-ibu.. semua pencegahan dulu.. masih masuk akal sih, at least kan memang butuh waktu untuk  penelitian, dari pada nanti kecolongan yg sakit banyak. better dicegah dgn ksh berita dulu, namun mmg sih terlalu pede pemberitaannya dr pemerintah, benar atau tidaknya kan mmg butuh waktu yg ga cuman 1 atau 2 hari. semua kembali lagi ke orang tua dirumahlah, anak kan milik masing2, yg wise seperti apa. sambil menunggu penelitian yang lebih lanjut dan serius dari pemerintah. kalau dari segi dagang bisnis mmg merugikan mereka, but this nation need to do what it takes to do supaya ga banyak yg jadi korban. maklumin aja, nah ibu-ibu jangan langsung nelen bulet2 semua pemberitaan dimedsos, sama seperti kalau cari resep masakan jangan ditelen bulet2 bahwa itu benarkan... be Smart yuk.. semangat ya.. pejuang Keluarga.",krisis panik ibu ibu semua cegah dulu masuk akal sih at least kan memang butuh waktu teliti pada colong yang sakit banyak better cegah dengan kasih berita dulu memang sih terlalu percaya diri berita dari perintah benar tidak kan memang butuh waktu yang enggak Cuma hari semua lagi orang tua rumah anak kan milik masing yang wise apa tunggu teliti lebih lanjut serius perintah kalau segi dagang bisnis memang rugi but this nation need tapi di what itu takes tapi di enggak banyak yang jadi korban maklumin saja nah ibu ibu jangan langsung nelen bulat semua berita dimedsos sama kalau cari resep masakan jangan ditelen bulat itu benar be smart ayo semangat juang keluarga
